,quality_score,view_certificate_1,view_certificate_2,Cupping Protocol and Descriptors,View Green Analysis Details,Request a Sample,Species,Owner,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,NA,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,NA.1,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,NA.2,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA.3,Expiration,Certification Body,Certification Address,Certification Contact,,Notes
920,81.5,,,,,,Arabica,Jacques Pereira Carneiro,Brazil,PEREIRA ESTATE COFFEEE,,CARAPINA ARMAZENS GERAIS,002/135-2/0276,Exportadora de Cafés Carmo de Minas LTDA,1200,SUL DE MINAS,MARIA ROGERIA COSTA PEREIRA,300,60 kg,Specialty Coffee Association,2014,"July 29th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Completed,Semi-washed / Semi-pulped,Sample,7.58,7.5,7.5,7.67,7.67,7.83,Sample,9.33,9.33,9.33,7.75,Sample  81.50,,0 %,1 full defects,0,Green,1 full defects,,"July 29th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
921,81.5,,,,,,Arabica,Myriam Kaplan-Pasternak,Haiti,Mixed,,COOPACVOD,,Haiti Coffee,400-1250m,"Dondon, Haiti",Mixed,300,4 lbs,Specialty Coffee Association,2013,"May 5th, 2014",Myriam Kaplan-Pasternak,Blue Mountain,Completed,Washed / Wet,Sample,7.42,7.33,7.25,7.42,7.42,7.33,Sample,10,10,10,7.33,Sample  81.50,,11 %,0 full defects,0,Bluish-Green,0 full defects,,"May 5th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
922,81.5,,,,,,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Xu yuan zhang 徐源漳,,Xu yuan zhang 徐源漳,,Blossom Valley宸嶧國際,600 M,Taichung Xinshe 台中市新社區,Xu yuan zhang 徐源漳,5,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Completed,Other,Sample,7.5,7.42,7.25,7.25,7.33,7.33,Sample,10,10,10,7.42,Sample  81.50,,11 %,0 full defects,0,Green,0 full defects,,"December 26th, 2014",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,
923,81.5,,,,,,Arabica,ALFREDO BOJALIL,Mexico,NUEVA LINDA,,AMSA TUXTLA,2222,ECOMTRADING,1150,"LA CONCORDIA, CHIAPAS",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,250,1 kg,AMECAFE,2013,"March 11th, 2013",ALFREDO BOJALIL,Typica,Completed,Washed / Wet,Sample,7.33,7.33,7.17,7.42,7.5,7.5,Sample,10,10,10,7.25,Sample  81.50,,13 %,0 full defects,0,Green,2 full defects,,"March 11th, 2014",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
924,81.5,,,,,,Arabica,ALFREDO BOJALIL,Mexico,PRODUCTOR INDEPENDIENTE GUADALUPE VICTORIA,,AMSA TUXTLA,1506811628,ECOMTRADING,1600,AMATENANGO DE LA FRONTERA,JORGE HERNANDEZ MONTEJO,250,1 kg,AMECAFE,2012,"August 30th, 2012",ALFREDO BOJALIL,Typica,Completed,Washed / Wet,Sample,7.58,7.42,7.25,7.42,7.33,7.33,Sample,10,10,10,7.17,Sample  81.50,,12 %,0 full defects,0,Green,5 full defects,,"August 30th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
925,81.5,,,,,,Arabica,JOSE LUIS MUNOZ GUERRERO,Mexico,SANTA MARIA TEMAXCALAPA,,SANTA MARIA TEMAXCALAPA,0,,1100,TEMAXCALAPA,ZENOBIO MARTINEZ CANO,30,1 kg,AMECAFE,2012,"August 29th, 2012",JOSE LUIS MUNOZ GUERRERO,Catuai,Completed,Washed / Wet,Sample,7.42,7.25,7.17,7.42,7.17,8,Sample,10,10,10,7.08,Sample  81.50,,12 %,0 full defects,0,Green,10 full defects,,"August 29th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
926,81.5,,,,,,Arabica,JOSE LUIS MUNOZ GUERRERO,Mexico,CANOA MANZANILLO,,CANOA MANZANILLO,0,,1000,MANZANILLO,MANUEL DUARTE MUNGUIA,20,1 kg,AMECAFE,2012,"August 1st, 2012",JOSE LUIS MUNOZ GUERRERO,Typica,Completed,Semi-washed / Semi-pulped,Sample,7.33,7.5,7.33,7.33,7.33,7.42,Sample,10,10,10,7.25,Sample  81.50,,11 %,0 full defects,0,Green,6 full defects,,"August 1st, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
927,81.5,,,,,,Arabica,TOMAS EDELMANN BLASS,Mexico,HAMBURGO 7 ARROYOS,,FINCA HAMBURGO,1506546082,,1250,TAPACHULA,TOMAS EDELMANN BLASS,50,80 kg,AMECAFE,2012,"July 26th, 2012",TOMAS EDELMANN BLASS,Bourbon,Completed,Washed / Wet,Sample,7.42,7.42,7.33,7.17,7.25,7.42,Sample,10,10,10,7.5,Sample  81.50,,13 %,0 full defects,0,Green,5 full defects,,"July 26th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
928,81.5,,,,,,Arabica,MARIA DE LA PAZ AGUILAR GUILLEN,Mexico,EL ROMANCE AZUL,,"EL ROMNACE AZUL, RIO VERDE",1302919531,,1100,ATOYAC DE ALVAREZ,MARIA DE LA PAZ AGUILAR GUILLEN,15,1 kg,AMECAFE,2012,"July 26th, 2012",MARIA DE LA PAZ AGUILAR GUILLEN,Typica,Completed,Natural / Dry,Sample,7.5,7.5,7.25,7.5,7.42,7.58,Sample,9.33,10,10,7.42,Sample  81.50,,11 %,0 full defects,0,Green,3 full defects,,"July 26th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
929,81.5,,,,,,Arabica,Specialty Coffee Association of Indonesia,Indonesia,"Ijen Highland, East Java",,PT. Perkebunan Nusantara XII,na,SCAI,1200-1600masl,"Ijen Highland, East Java",PT. Perkebunan Nusantara XII,10,60 kg,Specialty Coffee Association of Indonesia,2012,"May 24th, 2012",Specialty Coffee Association of Indonesia,Other,Completed,Washed / Wet,Sample,7.75,7.17,7.17,7.33,7.58,7.33,Sample,10,10,10,7.17,Sample  81.50,,12 %,0 full defects,0,Green,0 full defects,,"May 24th, 2013",Specialty Coffee Association of Indonesia,"Ministry of Agriculture Republic Indonesia, Build C 5th Floor wing B Room 515 . Jl.Harsono RM South Jakarta",Balkis Faisal - 081284251303 / 085780031543,,
930,81.5,,,,,,Arabica,Jacques Pereira Carneiro,Brazil,Sertao,,cocarive,002/1352/0099,Exportadora de Cafés Carmo de Minas LTDA,1.25,SUL DE MINAS,Nazareth Dias Pereira,300,1 kg,NUCOFFEE,2012,"April 12th, 2012",Jacques Pereira Carneiro,Bourbon,Completed,Semi-washed / Semi-pulped,Sample,7.5,7.42,7.17,7.42,7.5,7.33,Sample,10,10,10,7.17,Sample  81.50,,12 %,0 full defects,0,Blue-Green,2 full defects,,"April 12th, 2013",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,
931,81.5,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,CHIQUIMULJA / ALPHA CAFE / SENFRO,,BENEFICIO IXCHEL,11/23/0239,"UNEX (GUATEMALA), S.A",,ORIENTE,CHIQUIMULJA / ALPHA CAFE / SENFRO,250,1 kg,Asociacion Nacional Del Café,2012,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.33,7.5,7.33,7.42,7.17,7.33,Sample,10,10,10,7.42,Sample  81.50,,11 %,0 full defects,0,Green,1 full defects,,"January 24th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
932,81.5,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-2759,,1050 - 1850,Cauca,,250,70 kg,Almacafé,Abril - Julio,"September 7th, 2011",Racafe & Cia S.C.A,,Completed,,Sample,7.42,7.42,7.17,7.42,7.42,7.33,Sample,10,10,10,7.33,Sample  81.50,,6 %,1 full defects,0,,0 full defects,,"September 6th, 2012",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
933,81.5,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,HDOA 210689,,,Kona,,16,1,Specialty Coffee Association,,"June 29th, 2010",Kona Pacific Farmers Cooperative,,Completed,,Sample,7.33,7.33,7.33,7.5,7.5,7.83,Sample,9.33,10,10,7.33,Sample  81.50,,0 %,0 full defects,0,,17 full defects,,"June 29th, 2011",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
934,81.42,,,,,,Arabica,CAFES TOMARI SA DE CV,Mexico,Cafetal,016-1273-098,Cafes tomari sa de cv,,CAFES TOMARI SA DE CV,1100,Veracruz,Cafes tomari sa de cv,200,69 kg,Centro Agroecológico del Café A.C.,2017,"May 12th, 2017",CAFES TOMARI SA DE CV,Mundo Novo,Completed,Washed / Wet,Sample,7.58,7.33,7.08,7.33,7.5,7.33,Sample,10,10,10,7.25,Sample  81.42,,12 %,1 full defects,5,Green,17 full defects,,"May 12th, 2018",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,,
935,81.42,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,NUEVA GRANADA,11/326/14,BENEFICIO NUEVA GRANADA,11/326/14,"AGRICOLA NUEVA GRANADA, S.A.",4500,SAN MARCOS,"AGRICOLA NUEVA GRANADA, S.A.",450,69 kg,Asociacion Nacional Del Café,2016,"March 17th, 2016",Juan Luis Alvarado Romero,Catuai,Completed,Washed / Wet,Sample,7.42,7.33,7.08,7.58,7.33,7.25,Sample,10,10,10,7.42,Sample  81.42,,10 %,0 full defects,0,Green,0 full defects,,"March 17th, 2017",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
936,81.42,,,,,,Arabica,Cafebras,Brazil,FAZENDA RIO BRILHANTE,,17/18,002/1495/0134,Cafebras Comercio de Cafés do Brasil SA,1100,CERRADO MINEIRO,INACIO URBAN,300,60 kg,Brazil Specialty Coffee Association,2015/2016,"December 3rd, 2015",Cafebras,Catuai,Completed,Natural / Dry,Sample,7.33,7.5,7.5,7.33,6.83,7.42,Sample,10,10,10,7.5,Sample  81.42,,11 %,0 full defects,0,Green,2 full defects,,"December 2nd, 2016",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,
937,81.42,,,,,,Arabica,CADEXSA,Honduras,CERRO BUENO,,CADEXSA,13-63-204,CADEXSA,1400 MSNM,Marcala,Jose Omar Acosta,275,1 kg,Instituto Hondureño del Café,2015,"May 12th, 2015",CADEXSA,Catuai,Completed,Washed / Wet,Sample,7.5,7.33,7.17,7.25,7.5,7.42,Sample,10,10,10,7.25,Sample  81.42,,12 %,0 full defects,0,Green,1 full defects,,"May 11th, 2016",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,
938,81.42,,,,,,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,山彎有機咖啡農場,,三彎農會,Taiwan台灣,宸嶧國際,110公尺,苗栗三灣,謝文品,10,60 kg,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Completed,Washed / Wet,Sample,7.83,7.75,7.42,7.17,7.08,7.08,Sample,10,10,10,7.08,Sample  81.42,,12 %,0 full defects,0,Green,0 full defects,,"November 23rd, 2015",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,
939,81.42,,,,,,Arabica,AFCA,Malawi,Chimpumba,,Mzuzu Coffee Coop Union,C15,Mzuzu Coffee Planters Coop Union,1422,North of Mzuzu,Mzuzu Coffee Coop Union,12,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Completed,Washed / Wet,Sample,7.58,7.17,7.33,7.42,7.08,7.42,Sample,10,10,10,7.42,Sample  81.42,,12 %,0 full defects,0,Bluish-Green,0 full defects,,"November 4th, 2015",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,
940,81.42,,,,,,Arabica,Ipanema Coffees,Brazil,Rio Verde,,Ipanema Coffees,002/1660/0065,Ipanema Coffees,1100,South Minas Gerais,Ipanema Agrícola SA,320,2 kg,Specialty Coffee Association,2014/2015,"October 17th, 2014",Ipanema Coffees,Bourbon,Completed,Natural / Dry,Sample,7.25,7.5,7.42,7.17,7.33,7.33,Sample,10,10,10,7.42,Sample  81.42,,0 %,0 full defects,0,Green,0 full defects,,"October 17th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
941,81.42,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,SANTO TOMAS PACHUJ,,"HUMEDO: FINCA STO TOMAS PACHUJ, SECO: BENEFICIO PALINSA.",11/752/02,"CAFCOM, S. A.",1550 MTS.,"SAN LUCAS TOLIMAN, SOLOLA","PACHUJ, S. A.",250,69 kg,Asociacion Nacional Del Café,2014,"May 26th, 2014",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.42,7.5,7.17,7.42,7.42,7.42,Sample,10,10,10,7.08,Sample  81.42,,10 %,0 full defects,0,Green,6 full defects,,"May 26th, 2015",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
942,81.42,,,,,,Arabica,Kurt Kappeli,Mexico,various small farms,,Cafe Gourmet de Sierra Azual SC,0016-2814-0001,Globus Coffee,"1,550 meter",Siltepec el Triunfo,various small producers,280,2 kg,Specialty Coffee Association,2014,"May 1st, 2014",Kurt Kappeli,Typica,Completed,Washed / Wet,Sample,7.67,7.33,7.25,7.17,7.25,7.42,Sample,10,10,10,7.33,Sample  81.42,,0 %,1 full defects,0,Green,1 full defects,,"May 1st, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
943,81.42,,,,,,Arabica,Dane Loraas,Peru,,,,030-0218-2662,Sustainable Harvest,,Puno,,280,5 lbs,Specialty Coffee Association,2013,"February 27th, 2014",Dane Loraas,,Completed,Washed / Wet,Sample,7.42,7.42,7.17,7.33,7.42,7.42,Sample,10,10,10,7.25,Sample  81.42,,10 %,1 full defects,0,Bluish-Green,5 full defects,,"February 27th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
944,81.42,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LA UNION MONTE VERDE,,BENEFICIO IXCHEL,11/9772/3,"UNEX (GUATEMALA), S.A.",4300,ORIENTE,OTTO BECKER,250,69 kg,Asociacion Nacional Del Café,2013,"October 7th, 2013",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.42,7.33,7.25,7.42,7.42,7.5,Sample,10,10,10,7.08,Sample  81.42,,12 %,0 full defects,0,Green,4 full defects,,"October 7th, 2014",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
945,81.42,,,,,,Arabica,SAUL M. HERNANDEZ RAMIREZ,Mexico,PALANTLA,,"EN CHIATIPAN, MUNICIPIO DE HUAZALINGO",1702771645,,763,"HUAZALINGO, HIDALGO","MARTINEZ BAUTISTA, NICOLAS",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Completed,Washed / Wet,Sample,7.42,7.33,7.25,7.17,7.25,7.42,Sample,10,10,10,7.58,Sample  81.42,,13 %,1 full defects,0,None,8 full defects,,"September 27th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
946,81.42,,,,,,Arabica,GRUPO CAFETALERO LOS BRUJOS SPR DE RL,Mexico,LOS BRUJOS,,,F30002939,GRUPO CAFETALERO LOS BRUJOS,1100,"COATEPEC, COATEPEC",MARIA DE LOUDES ANCIRA ELIZONDO,20,1 kg,AMECAFE,2012,"June 6th, 2012",GRUPO CAFETALERO LOS BRUJOS SPR DE RL,Typica,Completed,Washed / Wet,Sample,7.42,7.42,7.25,7.25,7.5,7.33,Sample,10,10,10,7.25,Sample  81.42,,13 %,0 full defects,0,,1 full defects,,"June 6th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
947,81.42,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanza,3-68-0027,Exportadora de Cafe Condor S.A,1750 m.s.n.m,huila,Exportadora de cafe condor s.a,250,70 kg,Almacafé,2011,"November 11th, 2011",Exportadora de Cafe Condor S.A,Caturra,Completed,Natural / Dry,Sample,7.5,7.42,7.25,7.17,7.17,7.75,Sample,10,10,10,7.17,Sample  81.42,,11 %,0 full defects,0,Green,0 full defects,,"November 10th, 2012",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
948,81.42,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanza-Calarca-Quindio,3-68-0130,,1880 msnm,Cauca,,250,70 kg,Almacafé,4T72010,"February 22nd, 2011",Exportadora de Cafe Condor S.A,,Completed,,Sample,7.75,7.33,7.42,7,7.33,7.25,Sample,10,10,10,7.33,Sample  81.42,,16 %,0 full defects,0,,2 full defects,,"February 22nd, 2012",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
949,81.42,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),Kona Pacific Farmers Cooperative,,Kona Pacific Farmers Cooperative,HDOA 210520,,,Kona,,27,0 lbs,Specialty Coffee Association,,"May 24th, 2010",Kona Pacific Farmers Cooperative,Peaberry,Completed,,Sample,7.83,7,7,7.58,7.58,7.5,Sample,10,10,10,6.92,Sample  81.42,,1 %,0 full defects,0,,10 full defects,,"May 24th, 2011",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
950,81.33,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,3-37-0059,Bachue,3-37-0059,Racafe & Cia S.C.A,,Huila,La Plata,230,70 kg,Almacafé,2016,"November 8th, 2016",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.5,7.33,7.33,7.17,7.33,7.42,Sample,10,10,10,7.25,Sample  81.33,,0 %,0 full defects,0,,0 full defects,,"November 8th, 2017",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
951,81.33,,,,,,Arabica,Bismarck Castro,Honduras,Las Cuchillas,149,Dry Mill,13-111-084,CIGRAH S.A DE C.V,1500,Comayagua,Nahun Maldonado,275,69 kg,Instituto Hondureño del Café,2016 / 2017,"June 9th, 2016",Bismarck Castro,Caturra,Completed,Washed / Wet,Sample,7.5,7.5,7,7.17,7.5,7.33,Sample,10,10,10,7.33,Sample  81.33,,11 %,0 full defects,2,Bluish-Green,3 full defects,,"June 9th, 2017",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,
952,81.33,,,,,,Arabica,Angel Oscar Medina Rodriguez,Mexico,,1,Ac La Laja Sa De Cv,,Ac La Laja Sa De Cv,1130,"Huatusco, Veracruz",Juan Hermilo Sampieri,220,69 kg,Centro Agroecológico del Café A.C.,2016,"February 25th, 2016",Angel Oscar Medina Rodriguez,,Completed,,Sample,7.67,7.42,7,7.42,7.58,7.08,Sample,10,10,10,7.17,Sample  81.33,,12 %,0 full defects,2,Green,0 full defects,,"February 24th, 2017",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,,
953,81.33,,,,,,Arabica,Cafebras,Brazil,FAZENDA SACRAMENTO,,17/18,002/1495/0134,Cafebras Comercio de Cafés do Brasil SA,1100,CERRADO MINEIRO,NELSON AZEVEDO FRANÇA,300,60 kg,Brazil Specialty Coffee Association,2015/2016,"November 20th, 2015",Cafebras,Catuai,Completed,Natural / Dry,Sample,7.25,7.33,7.33,7.33,7.33,7.42,Sample,10,10,10,7.33,Sample  81.33,,11 %,0 full defects,0,Green,14 full defects,,"November 19th, 2016",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,
954,81.33,,,,,,Arabica,CADEXSA,Honduras,Bethel,,CADEXSA,13-63-318,CADEXSA,1350,Marcala,Jose Omar Acosta,275,1 kg,Instituto Hondureño del Café,2015,"May 22nd, 2015",CADEXSA,Catuai,Completed,Washed / Wet,Sample,7.58,7.42,7.17,7.42,7.17,7.17,Sample,10,10,10,7.42,Sample  81.33,,9 %,0 full defects,0,Green,4 full defects,,"May 21st, 2016",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,
955,81.33,,,,,,Arabica,Jacques Pereira Carneiro,Brazil,SERTAO FARM,,CARAPINA,002/135-2/0076,Exportadora de Cafés Carmo de Minas LTDA,1200,MANTIQUEIRA DE MINAS,NAZARETH DIAS PEREIRA,300,60 kg,Brazil Specialty Coffee Association,2014/2015,"December 16th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Completed,Other,Sample,7.17,7.33,7.42,7.25,7.42,7.33,Sample,10,10,10,7.42,Sample  81.33,,12 %,0 full defects,0,Green,6 full defects,,"December 16th, 2015",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,
956,81.33,,,,,,Arabica,Victoria,Philippines,BACOFA,,GREEN BEANS,123/300/01,S3V International Importing,1400 MASL,"DAVAO CITY, REGION 11","COFFEE FOR PEACE,INC.",2,2 kg,Specialty Coffee Association,2014,"November 13th, 2014",Victoria,Other,Completed,Washed / Wet,Sample,7.08,7.33,7.42,7.33,7.33,7.5,Sample,10,10,10,7.33,Sample  81.33,,14 %,0 full defects,0,Green,3 full defects,,"November 13th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
957,81.33,,,,,,Arabica,AFCA,Malawi,Usingini Farm,,Mzuzu Coffee Coop Union,C19,Mzuzu Coffee Planters Coop Union,1200M,West of Mzuzu,Mzuzu Coffee Coop Union,31,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Completed,Washed / Wet,Sample,7.75,7.33,7.08,7.33,7.33,7.25,Sample,10,10,10,7.25,Sample  81.33,,13 %,0 full defects,0,Green,1 full defects,,"November 4th, 2015",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,
958,81.33,,,,,,Arabica,Mayra Yessenia Torres,Honduras,El Cerron,,Olam Honduras,13-01-0556,"OLAM HONDURAS, S.A.",1450 MSNM,San Marcos Ocotepeque,Nelson Melgar Melgar,275,1 kg,Instituto Hondureño del Café,2014,"January 22nd, 2014",Mayra Yessenia Torres,Catuai,Completed,Washed / Wet,Sample,7.33,7.33,7.17,7.33,7.5,7.33,Sample,10,10,10,7.33,Sample  81.33,,12 %,0 full defects,0,Green,3 full defects,,"January 22nd, 2015",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,
959,81.33,,,,,,Arabica,JULIO PEREZ HERNANDEZ,Mexico,,,"TAPACHULA, CHIAPAS",0,INDIGENAS DE LA SIERRA MADRE DE MOTOZINTLA SAN ISIDRO LABRADOR S. DE S.S.,1800,TAPACHULA,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,250,1 kg,AMECAFE,2012,"August 30th, 2012",JULIO PEREZ HERNANDEZ,Typica,Completed,Washed / Wet,Sample,7.58,7.42,7.25,7.33,7.25,7.25,Sample,10,10,10,7.25,Sample  81.33,,13 %,4 full defects,0,Green,13 full defects,,"August 30th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
960,81.33,,,,,,Arabica,HECTOR GABRIEL BARREDA NADER,Mexico,CRUZ VERDE,,CRUZ VERDE,0,,1000,VERACRUZ,HECTOR GABRIEL BARREDA NADER,70,1 kg,AMECAFE,2012,"July 11th, 2012",HECTOR GABRIEL BARREDA NADER,Typica,Completed,Washed / Wet,Sample,7.33,7.25,7.17,7.42,7.58,7.33,Sample,10,10,10,7.25,Sample  81.33,,12 %,0 full defects,0,None,4 full defects,,"July 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
961,81.33,,,,,,Arabica,Klem Organics,Brazil,FAZENDAS KLEM        ,KLEM-C08        ,DRY MILL,002/1566/0003        ,Klem Organics Coffee        ,1100,MATAS DE MINAS        ,NAGIPE VIANA KLEM       ,42,5 kg,Specialty Coffee Association,,"November 15th, 2017
",KlemOrganics,Catuai,Completed,Natural / Dry,Sample,7.5,7.58,7.5,7.5,7.75,7.83,Sample,9.33,9.33,9.33,7.58,Sample  81.33,,11 %,0 full defects,0,Green,0 full defects,,"November 15th, 2018
",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701
",Chris Buck - (562) 624-4100,,
