"","Species","Owner","Country.of.Origin","Farm.Name","Lot.Number","Mill","ICO.Number","Company","Altitude","Region","Producer","Number.of.Bags","Bag.Weight","In.Country.Partner","Harvest.Year","Grading.Date","Owner.1","Variety","Processing.Method","Aroma","Flavor","Aftertaste","Acidity","Body","Balance","Uniformity","Clean.Cup","Sweetness","Cupper.Points","Total.Cup.Points","Moisture","Category.One.Defects","Quakers","Color","Category.Two.Defects","Expiration","Certification.Body","Certification.Address","Certification.Contact","unit_of_measurement","altitude_low_meters","altitude_high_meters","altitude_mean_meters"
"1215","Arabica","exportadora atlantic, s.a.","Nicaragua","los saltarines","017-053-0046","beneficio atlantic condega","017-053-0046","exportadora atlantic s.a","","nueva segovia","ADONIS JOSE ORTEZ BELTRAN",275,"69 kg","Instituto Hondureño del Café","2016","February 17th, 2016","Exportadora Atlantic, S.A.","","",7.08,7,6.75,6.83,7.08,6.92,10,10,10,6.92,78.58,0.1,1,5,"Green",7,"February 16th, 2017","Instituto Hondureño del Café","b4660a57e9f8cc613ae5b8f02bfce8634c763ab4","7f521ca403540f81ec99daec7da19c2788393880","m",NA,NA,NA
"1216","Arabica","exportadora atlantic, s.a.","Nicaragua","","","","017-053","exportadora atlantic s.a","","","",275,"2 kg","Asociación de Cafés Especiales de Nicaragua","2014","March 28th, 2015","Exportadora Atlantic, S.A.","","Natural / Dry",6.83,7.08,6.92,6.75,7.25,7.08,10,10,10,6.67,78.58,0.11,1,0,"Green",1,"March 27th, 2016","Asociación de Cafés Especiales de Nicaragua","fc561dd3c2eee024b032933e0a97b4aede0dc206","f79a8d4dee92a80ff14025f03ea34fa316b2132f","m",NA,NA,NA
"1217","Arabica","juan luis alvarado romero","Guatemala","various","","las americas","11/951/388","outspan guatemala s.a.","4000 psnm","oriente","VARIOS",250,"69 kg","Asociacion Nacional Del Café","2014","September 4th, 2014","Juan Luis Alvarado Romero","Other","Washed / Wet",7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17,78.58,0.12,0,0,"Green",3,"September 4th, 2015","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","ft",1219.2,1219.2,1219.2
"1218","Arabica","lin, che-hao krude 林哲豪","Taiwan","kan tou mountain coffee 崁頭山咖啡館","","kan tou mountain coffee 崁頭山咖啡館","Taiwan","red on tree co., ltd.","800m","dongshan dist., tainan city 臺南市東山區","GUO JIUN HUNG 郭俊宏 & TSENG RU FENG 曾如楓",50,"20 kg","Specialty Coffee Association","2013","July 22nd, 2014","Lin, Che-Hao Krude 林哲豪","Typica","Washed / Wet",6.83,6.75,7.17,7.25,7,6.92,10,10,10,6.67,78.58,0.1,0,0,"Green",0,"July 22nd, 2015","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",800,800,800
"1219","Arabica","alfredo bojalil","Mexico","grapos el porvenir","","agroindustrias unidas de mexico","1506502938","ecomtrading","1400","tapachula","EPIFANIO GARCIA DE MIGUEL",250,"1 kg","AMECAFE","2012","July 26th, 2012","ALFREDO BOJALIL","Typica","Washed / Wet",7,7,6.75,7.33,6.92,6.92,10,10,10,6.67,78.58,0.13,0,0,"Green",1,"July 26th, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1400,1400,1400
"1220","Arabica","organizaciones de productores de cafe colimense","Mexico","cofradia","","beneficio de cafetaleros el remudadero s.p.r. de r.l.","703817078, 703817042, 700137443","organizaciones de productores de cafe colimense sa de cv","1300","cofradia de suchitlan","J. CARMEN GUZMAN CONCEPCION, IGNACIO RAMIREZ BARAJAS, DIONICIO GARCIA RAMIREZ",50,"1 kg","AMECAFE","2012","July 2nd, 2012","ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE","Typica","Washed / Wet",7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,7.5,78.58,0.1,0,0,"",1,"July 2nd, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1300,1300,1300
"1221","Arabica","kona pacific farmers cooperative","United States (Hawaii)","kona farms","","","HDOA 210542","","","kona","",8,"100 lbs","Specialty Coffee Association","","June 21st, 2011","Kona Pacific Farmers Cooperative","","",7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10,7.25,78.58,0,0,0,"",0,"June 20th, 2012","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","ft",NA,NA,NA
"1222","Arabica","kurt kappeli","Mexico","various","","beneficio san fernando","0016-2795-0008","unión de ejidos san fernando","1600 meters","sierra, chiapas","Various small producers",280,"69 kg","Specialty Coffee Association","2014","April 26th, 2014","Kurt Kappeli","Bourbon","Washed / Wet",7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,78.5,0,0,0,"Green",0,"April 26th, 2015","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",1600,1600,1600
"1223","Arabica","rosario miguel hernandez","Mexico","finca sego","","villa talea de castro, oaxaca","0","villa talea café","1400","villa talea de castro","REYNALDO OLIVERA RIOS",10,"1 kg","AMECAFE","2012","September 14th, 2012","ROSARIO MIGUEL HERNANDEZ","Typica","Washed / Wet",7.08,6.83,6.83,7,7,6.92,10,10,10,6.83,78.5,0.12,0,0,"None",14,"September 14th, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1400,1400,1400
"1224","Arabica","francisco ruiz nunez","Mexico","cerca de los angeles","","beneficio seco de cafe de la soc. coop. tzotzilotic tzobolotic scl","1506868415","","1200","los angeles","FRANCISCO RUIZ NUÑEZ",20,"1 kg","AMECAFE","2012","July 26th, 2012","FRANCISCO RUIZ NUNEZ","Caturra","Washed / Wet",7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,6.92,78.5,0.13,1,0,"Green",3,"July 26th, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1200,1200,1200
"1225","Arabica","bourbon specialty coffees","Brazil","santa maria","","","002/4542/0213","bourbon specialty coffees","","monte carmelo","Manoel Cardoso and Galileo Cardoso",300,"60 kg","Brazil Specialty Coffee Association","2014/2015","December 16th, 2014","BOURBON SPECIALTY COFFEES","Catuai","Natural / Dry",6.83,7,6.92,7.08,6.92,6.83,10,10,10,6.83,78.42,0.12,3,0,"Green",4,"December 16th, 2015","Brazil Specialty Coffee Association","3297cfa4c538e3dd03f72cc4082c54f7999e1f9d","8900f0bf1d0b2bafe6807a73562c7677d57eb980","m",NA,NA,NA
"1226","Arabica","israel eduardo paz garcia","Mexico","el naranjo","","zaragoza itundujia, oaxaca","0","cafeorganico.mx","1500","zaragoza itundujia","LAMBERTO JOSÉ GARCÍA",10,"1 kg","AMECAFE","2012","September 14th, 2012","ISRAEL EDUARDO PAZ GARCIA","Typica","Washed / Wet",7.58,7.17,7,7.17,7.33,7,8,10,10,7.17,78.42,0.14,0,0,"None",0,"September 14th, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1500,1500,1500
"1227","Arabica","eileen koyanagi","United States (Hawaii)","","","","K#1 21614","kona pacific farmers cooperative","","kona","",5,"100 lbs","Specialty Coffee Association","2014","March 19th, 2014","Eileen Koyanagi","Hawaiian Kona","Natural / Dry",7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,7.83,78.33,0.1,0,0,"Bluish-Green",0,"March 19th, 2015","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","ft",NA,NA,NA
"1228","Arabica","juan luis alvarado romero","Guatemala","various","","las americas","11-951-136","outspan guatemala s.a.","4000 p.s.n.m","oriente","VARIOS",275,"69 kg","Asociacion Nacional Del Café","2014","February 27th, 2014","Juan Luis Alvarado Romero","Other","Washed / Wet",7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67,78.33,0.1,0,0,"Green",2,"February 27th, 2015","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","ft",1219.2,1219.2,1219.2
"1229","Arabica","juan luis alvarado romero","Guatemala","el sacramento","","beneficio ixchel","11/23/0334","unex guatemala, s.a.","4300","oriente","LUIS RODRIGUEZ",250,"1 kg","Asociacion Nacional Del Café","2012","February 7th, 2013","Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.17,7.17,6.5,7.17,7,6.83,10,10,10,6.5,78.33,0.11,1,0,"Green",4,"February 7th, 2014","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","ft",1310.64,1310.64,1310.64
"1230","Arabica","pablo cervantes morelos        ","Mexico","llano hermoso","","llano hermoso, xochitonalco huautla, oaxaca","0","asociación agricola local de productores de café de huautla de jimenez        ","1300","xochitonalco, huautla        ","PABLO CERVANTES MORELOS        ",100,"1 kg","AMECAFE","2012","September 11th, 2012","PABLO CERVANTES MORELOS        ","Typica","Natural / Dry",7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75,78.33,0.13,31,0,"Green",47,"September 11th, 2013","AMECAFE","3e18a5ae6f5e2aabca37e025f94e1974558bf5f0","e3212d17882b7657b3fba559b4072e552604d5d1","m",1300,1300,1300
"1231","Arabica","juan luis alvarado romero","Guatemala","conquista / morito","","beneficio ixchel","11/23/0101","unex guatemala, s.a.","","oriente","Conquista/ Morito",250,"1 kg","Asociacion Nacional Del Café","2012","January 13th, 2012","Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.17,6.08,6.17,7.25,7.33,7.33,10,10,10,7,78.33,0.11,0,0,"Green",9,"January 12th, 2013","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","m",NA,NA,NA
"1232","Arabica","eileen koyanagi","United States (Hawaii)","","","","KP120314","kona pacific farmers cooperative","","kona","",18,"100 lbs","Specialty Coffee Association","2014","January 20th, 2015","Eileen Koyanagi","Hawaiian Kona","Natural / Dry",7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,78.25,0.11,2,0,"Green",8,"January 20th, 2016","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","ft",NA,NA,NA
"1233","Arabica","kona pacific farmers cooperative","United States (Hawaii)","","","","2209401 KONA PRIME","kona pacific farmers cooperative","","kona","",5,"100 lbs","Specialty Coffee Association","2012","May 24th, 2012","Kona Pacific Farmers Cooperative","Hawaiian Kona","Natural / Dry",7.42,7.33,7.33,7.5,7.67,7.75,8,8.67,9.33,7.25,78.25,0.11,4,0,"Green",31,"May 24th, 2013","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","ft",NA,NA,NA
"1234","Arabica","sanjava coffee","Indonesia","various","sran-ijen","east java","","pt. shriya artha nusantara","1300","ijen","vary farms",2,"1 kg","Specialty Coffee Association of Indonesia","2016","July 18th, 2017","SanJava Coffee","Java","Washed / Wet",6.92,6.83,6.92,6.92,6.92,6.83,10,10,10,6.83,78.17,0.13,0,0,"",1,"July 18th, 2018","Specialty Coffee Association of Indonesia","99fa73db21b7acd9c9ceb9dd84e409d2077d55c4","36910838db193ebdd61fa1427bac74622114c49a","m",1300,1300,1300
"1235","Arabica","gustavo amieva gonzalez","Mexico","","","cordoba, ver.","1104341113","","1050","cordoba","CONSUELO GONZALEZ GOMEZ",320,"1 kg","AMECAFE","2012","July 11th, 2012","GUSTAVO AMIEVA GONZALEZ","Typica","Washed / Wet",7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,6.75,78.08,0.11,0,0,"Green",3,"July 11th, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1050,1050,1050
"1236","Arabica","lin, che-hao krude 林哲豪","Taiwan","大鋤花間 (hoe vs. flower coffee farm)","2017台南市精品咖啡評鑑批次 Specialty Coffee Evaluation of Tainan 2017 lot.20161230","大鋤花間 (hoe vs. flower coffee farm)","Taiwan","taiwan coffee laboratory","650","台南市東山區( dongshan dist., tainan city)","林俊吉( Lin, Chun-Chi)",8,"10 kg","Specialty Coffee Association","2016","June 6th, 2017","Lin, Che-Hao Krude 林哲豪","Yellow Bourbon","Washed / Wet",7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,7.25,78,0,3,0,"Green",4,"June 6th, 2018","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",650,650,650
"1237","Arabica","cafes finos de exportacion s de r.l.","Honduras","various","","cafes finos de exportacion s. de r.l.","13-117-88","cafes finos de exportacion s de r.l.","1350","intibuca","Cooperativa Coaquil",275,"2 kg","Instituto Hondureño del Café","2014","May 15th, 2014","CAFES FINOS DE EXPORTACION S DE R.L.","Pacas","Natural / Dry",6.83,7,6.67,7,7,6.83,10,10,10,6.67,78,0.11,2,0,"Green",6,"May 15th, 2015","Instituto Hondureño del Café","b4660a57e9f8cc613ae5b8f02bfce8634c763ab4","7f521ca403540f81ec99daec7da19c2788393880","m",1350,1350,1350
"1238","Arabica","eileen koyanagi","United States (Hawaii)","","","","KF 21614","kona pacific farmers cooperative","","kona","",5,"100 lbs","Specialty Coffee Association","2014","March 18th, 2014","Eileen Koyanagi","Hawaiian Kona","Natural / Dry",7.58,7.33,7.5,7.42,7.5,7.33,8,8.67,9.33,7.33,78,0.12,2,0,"Green",3,"March 18th, 2015","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","ft",NA,NA,NA
"1239","Arabica","juan luis alvarado romero","Guatemala","various","","las americas","11-951-136","outspan guatemala s.a.","4000 p.s.n.m","oriente","VARIOS",275,"69 kg","Asociacion Nacional Del Café","2014","February 7th, 2014","Juan Luis Alvarado Romero","Other","Washed / Wet",7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25,78,0.1,1,0,"Green",2,"February 7th, 2015","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","ft",1219.2,1219.2,1219.2
"1240","Arabica","samuel eli gurel","China","hani","","hani","na","greenhouse coffee china","1200 meters","yunnan","GreenHouse Coffee",16,"2 kg","Specialty Coffee Association","2013","September 5th, 2013","Samuel Eli Gurel","Typica","Washed / Wet",7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,7.17,78,0.1,0,0,"Green",28,"September 5th, 2014","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",1200,1200,1200
"1241","Arabica","juan luis alvarado romero","Guatemala","la union monte verde","","beneficio ixchel","11/9772/3","unex guatemala, s.a.","4300","oriente","AGRICOLA MONTE VERDE, S.A.",250,"69 kg","Asociacion Nacional Del Café","2013","April 29th, 2013","Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67,78,0.11,3,0,"Green",9,"April 29th, 2014","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","ft",1310.64,1310.64,1310.64
"1242","Arabica","alejandro garcia palacios","Mexico","finca la fortuna","","finca la fortuna","1506558883","industrializadora de kaffee andes s.a. de c.v.","850","motozintla, chiapas","MARIO GARCÍA",10,"1 kg","AMECAFE","2012","September 11th, 2012","ALEJANDRO GARCIA PALACIOS","Other","Washed / Wet",7.25,7.33,7,7,7.25,7.08,10,10,8,7.08,78,0.12,2,0,"Green",7,"September 11th, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",850,850,850
"1243","Arabica","mao-heng chu","Colombia","","","","03/01/1632","","","","",202,"70 kg","Specialty Coffee Association","","December 1st, 2011","Mao-Heng Chu","","",7.42,7.17,7,7.17,7.67,7.17,8.67,9.33,9.33,7.08,78,0.1,1,0,"Green",3,"November 30th, 2012","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",NA,NA,NA
"1244","Arabica","santa laura exportadora de cafe s.l.e.c. s.a.","Costa Rica","several","","several","5-545-0007","santa laura exportadora de cafe s.l.e.c. s.a.","1200 msm","occidental","Beneficio la Eva S.A.",250,"1 kg","Specialty Coffee Association of Costa Rica","2014","February 3rd, 2015","Santa Laura Exportadora de Cafe S.L.E.C. S.A.","Caturra","Washed / Wet",7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83,77.92,0.12,2,0,"Green",4,"February 3rd, 2016","Specialty Coffee Association of Costa Rica","8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1","5eb2b7129d9714c43825e44dc3bca9423de209e9","m",1200,1200,1200
"1245","Arabica","gustavo abarca solis","Mexico","el regadito","","el regadito","0","","1248","petatlan","GUSTAVO ABARCA SOLIS",50,"1 kg","AMECAFE","2012","July 26th, 2012","GUSTAVO ABARCA SOLIS","Typica","Washed / Wet",7.42,7.25,7,7,7.25,7.08,8,10,10,6.92,77.92,0.11,0,0,"Green",3,"July 26th, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1248,1248,1248
"1246","Arabica","juan luis alvarado romero","Guatemala","conquista / morito","","beneficio ixchel","11/23/0121","unex guatemala, s.a.","","oriente","Conquista/ Morito",250,"1 kg","Asociacion Nacional Del Café","2012","January 13th, 2012","Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,7.17,77.92,0.11,0,0,"Green",7,"January 12th, 2013","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","m",NA,NA,NA
"1247","Arabica","bencafe, s. a.","Nicaragua","el brigadum - la coronela","017/105/16039","dry mill","16039","beneficiadora norteña de cafe, s. a. (bencafe)","1000","jinotega","MARCIO ALBERTO RIVERA CASTELLON",275,"69 kg","Specialty Coffee Association of Costa Rica","2016","February 29th, 2016","BENCAFE, S. A.","","",7.42,7,7,7.17,7.08,7,9.33,8.67,10,7.17,77.83,0.1,0,0,"Bluish-Green",0,"February 28th, 2017","Specialty Coffee Association of Costa Rica","8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1","5eb2b7129d9714c43825e44dc3bca9423de209e9","m",1000,1000,1000
"1248","Arabica","cafe politico","Brazil","","","n/a","n/a","green mountain coffee","","","n/a",1,"5 lbs","Specialty Coffee Association","2014","August 25th, 2014","Cafe Politico","","Washed / Wet",7,6.75,6.67,6.83,7.08,6.83,10,10,10,6.67,77.83,0.11,0,0,"",2,"August 25th, 2015","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",NA,NA,NA
"1249","Arabica","juan luis alvarado romero","Guatemala","el sacramento","","beneficio ixchel","11/23/0333","unex guatemala, s.a.","4300","oriente","LUIS RODRIGUEZ",250,"1 kg","Asociacion Nacional Del Café","2013","February 7th, 2013","Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,77.83,0.11,0,0,"Green",2,"February 7th, 2014","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","ft",1310.64,1310.64,1310.64
"1250","Arabica","lin, che-hao krude 林哲豪","Taiwan","dongshan gaoyuan village chief manor coffee tainan, taiwan 台灣台南東山高原村長莊園咖啡","","dongshan gaoyuan village chief manor coffee tainan, taiwan 台灣台南東山高原村長莊園咖啡","Taiwan","red on tree co., ltd.","750-800 m","dongshan dist., tainan city 臺南市東山區","Chen Shuei Lian 陳水連",100,"10 kg","Specialty Coffee Association","2012","May 29th, 2013","Lin, Che-Hao Krude 林哲豪","Typica","Washed / Wet",7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67,77.67,0.11,0,0,"Bluish-Green",0,"May 29th, 2014","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",750,800,775
"1251","Arabica","kona pacific farmers cooperative","United States (Hawaii)","","","","KP3150140","kona pacific farmers cooperative","","kona","",5,"100 lbs","Specialty Coffee Association","2013","May 3rd, 2013","Kona Pacific Farmers Cooperative","","Natural / Dry",7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,7.58,77.58,0.12,1,0,"Green",5,"May 3rd, 2014","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","ft",NA,NA,NA
"1252","Arabica","stephany escamilla femat","Mexico","rancho los laureles","","rancho los laureles","110548082","","1300","coatepec","RUBRIA OCHOA BELLO",23,"1 kg","AMECAFE","2012","September 17th, 2012","STEPHANY ESCAMILLA FEMAT","Typica","Washed / Wet",7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,77.5,0.13,0,0,"Green",3,"September 17th, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1300,1300,1300
"1253","Arabica","juan luis alvarado romero","Guatemala","la esperanza y anexos","","beneficio ixchel","11/426/1","unex guatemala, s.a.","4300","oriente","MARGARITA DE NUYENS Y/O CARLOS NUYENS",250,"1 kg","Asociacion Nacional Del Café","2013","January 29th, 2013","Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.08,6.92,6.33,7,6.92,7,10,10,10,6.17,77.42,0.11,2,0,"Green",15,"January 29th, 2014","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","ft",1310.64,1310.64,1310.64
"1254","Arabica","ipanema coffees","Brazil","fazenda capoeirnha","020/17","dry mill","002/1660/0080","ipanema coffees","890","south of minas","Ipanema Agricola S.A",320,"60 kg","Brazil Specialty Coffee Association","2017 / 2018","October 20th, 2017","Ipanema Coffees","Bourbon","Natural / Dry",7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,77.33,0,0,0,"Green",3,"October 20th, 2018","Brazil Specialty Coffee Association","3297cfa4c538e3dd03f72cc4082c54f7999e1f9d","8900f0bf1d0b2bafe6807a73562c7677d57eb980","m",890,890,890
"1255","Arabica","juan luis alvarado romero","Guatemala","various","","las americas","11-951-136","outspan guatemala s.a.","4000 p.s.n.m.","oriente","VARIOS",275,"69 kg","Asociacion Nacional Del Café","2014","April 8th, 2014","Juan Luis Alvarado Romero","Other","Washed / Wet",7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,77.33,0.1,1,0,"Green",2,"April 8th, 2015","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","ft",1219.2,1219.2,1219.2
"1256","Arabica","israel eduardo paz garcia","Mexico","el naranjo","","zaragoza itundujia, oaxaca","0","cafeorganico.mx","1500","zaragoza itundujia","AQUILINO GARCÍA RIAÑO",10,"1 kg","AMECAFE","2012","September 13th, 2012","ISRAEL EDUARDO PAZ GARCIA","Typica","Washed / Wet",7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,77.33,0.15,4,0,"None",5,"September 13th, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1500,1500,1500
"1257","Arabica","myriam kaplan-pasternak","Haiti","mixed","","kkkld","","haiti coffee","400-1250m","dondon, haiti","Mixed",1,"4 lbs","Specialty Coffee Association","2013","May 5th, 2014","Myriam Kaplan-Pasternak","Typica","Washed / Wet",6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83,77.25,0.1,0,0,"",1,"May 5th, 2015","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",400,1250,825
"1258","Arabica","eileen koyanagi","United States (Hawaii)","","","kona pacific farmers cooperative","Specialty Coffee Association of America","kona pacific farmers cooperative","","kona","Kona Pacific Farmers Cooperative",9,"2 lbs","Specialty Coffee Association","2013","January 27th, 2014","Eileen Koyanagi","","Natural / Dry",7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,6.75,77.25,0.12,1,0,"Green",5,"January 27th, 2015","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","ft",NA,NA,NA
"1259","Arabica","alejandro garcia palacios","Mexico","finca los andes","","finca la fortuna","1506558882","industrializadora de kaffee andes s.a. de c.v.","1200","motozintla, chiapas","ALEJANDRO GARCÍA PALACIOS",10,"1 kg","AMECAFE","2012","September 11th, 2012","ALEJANDRO GARCIA PALACIOS","Other","Washed / Wet",7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92,77.17,0.12,1,0,"Green",11,"September 11th, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1200,1200,1200
"1260","Arabica","andrew bowman","Peru","producer group (approx. 1,000 farmers)","","n/a","30","tony's coffee and teas, inc.","900-1500 masl","san ignacio","Sol y Cafe",275,"2 kg","Specialty Coffee Association","2014","June 16th, 2015","Andrew Bowman","Caturra","Washed / Wet",7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,77,0,7,0,"Green",9,"June 15th, 2016","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",900,1500,1200
"1261","Arabica","joshua marsceau","India","","14/7/2015/172","aspinwall & co. ltd, mangalore","14/7/2015/172","olam japan","","chickmangalore","Aspinwall & CO. LTD",20,"50 kg","Specialty Coffee Association","2016","January 16th, 2017","Joshua Marsceau","","Natural / Dry",7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,7.42,76.83,0,0,7,"Green",0,"January 16th, 2018","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",NA,NA,NA
